city,area,family_size,male,female,age_lt15,age_15btw25,age_25btw45,age_gt45,no_of_children,occupation,education,no_of_working_members,child_working_below_15,type_of_ration_card,health_card,no_of_deceased_people,no_of_handicapped_people,car,bike,tractor,house,land,gold,monthly_income,government_income,pension_income,private_income,caste,nearest_hospital,nearest_primary_school,nearest_high_school,nearest_college,nearest_university,postal_savings,bank_savings,chit_savings,other_savings,agricultural_status,type_of_building,type_of_water_source,source_of_drinking_water,presence_of_toilet_facility,electricity_connection,television,refrigerator,air_conditioner,heater,fan,computer,electricity_bill,gas_connection,no_of_lic_policies,income_status,cable_connection,internet_connection,poverty_status,latitude,longitude
Rajahmundry,Rural,4,2,2,0,2,1,1,2,Business,8th Standard,1,0,White,Yes,1,0,0,1,0,1,1,90,24000,0,0,24000,BC,4,2,6,5,10,0,120000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,1,0,0,3,1,130,Yes,0,Remains Same,Yes,Yes,Middle,16.990283,81.836396
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Teacher,Graduation,1,0,White,No,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,4,5,11,0,100000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,170,Yes,0,Remains Same,Yes,Yes,Middle,16.990155,81.834789
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Carpenter,Graduation,1,0,White,Yes,1,0,0,1,0,1,1,60,24000,0,0,24000,BC,4,2,6,5,10,5000,100000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.989614,81.834476
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Carpenter,Graduation,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,5,8,11,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.989814,81.844374
Rajahmundry,Urban,6,4,2,1,2,2,1,3,Teacher,Graduation,2,0,White,Yes,0,1,0,1,0,1,0,80,24000,0,6000,18000,OC,2,1,1,4,15,0,90000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,3,0,120,Yes,1,Remains Same,Yes,Yes,Middle,16.9897,81.844805
Rajahmundry,Rural,4,1,3,1,1,2,0,2,Business,7th Standard,1,0,White,Yes,1,0,1,1,0,1,1,80,30000,0,0,30000,OC,4,2,2,6,15,0,60000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,1,0,2,1,250,Yes,1,Increase,Yes,Yes,Middle,16.989501,81.845148
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Fishing,6th Standard,1,0,White,No,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,2,5,10,0,0,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,110,Yes,0,Increase,No,No,Poor,16.932246,81.807363
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Farmer,SSC,1,0,White,Yes,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,8,6,10,15,0,75000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.932246,81.813979
Rajahmundry,Rural,4,2,2,0,2,1,1,2,Farmer,SSC,1,0,White,Yes,1,0,0,1,0,1,1,40,24000,0,0,24000,BC,4,2,6,5,10,0,85000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.936721,81.809535
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Business,SSC,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,3,8,11,0,95000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.927995,81.810872
Rajahmundry,Rural,5,2,3,1,2,2,0,3,Business,6th Standard,1,0,White,No,0,0,0,1,0,1,0,60,20000,0,0,20000,SC,3,3,2,6,10,0,95000,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,50,Yes,1,Decrease,No,No,Poor,16.927481,81.802199
Rajahmundry,Rural,4,2,2,2,0,2,0,2,Fishing,SSC,1,0,White,Yes,0,0,0,1,1,1,0,55,12000,0,0,12000,BC,4,2,4,7,11,0,0,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,2,0,30,Yes,0,Remains Same,No,Yes,Poor,16.930834,81.796252
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Farmer,7th Standard,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,5,8,11,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.929039,81.793757
Rajahmundry,Urban,6,4,2,1,2,2,1,3,Fishing,SSC,2,0,White,Yes,0,1,0,1,0,1,0,80,24000,0,6000,18000,OC,2,1,1,4,15,0,90000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,3,0,120,Yes,1,Remains Same,Yes,Yes,Middle,16.931952,81.797707
Rajahmundry,Rural,4,1,3,1,1,2,0,2,Farmer,SSC,1,0,White,Yes,1,0,1,1,0,1,1,80,30000,0,0,30000,OC,4,2,2,6,15,0,60000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,1,0,2,1,250,Yes,1,Increase,Yes,Yes,Middle,16.93051,81.792236
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Fishing,Intermediate,1,0,White,Yes,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,2,5,10,0,0,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,110,Yes,0,Increase,No,No,Poor,16.928765,81.792643
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Business,Graduation,1,0,White,Yes,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,8,6,10,15,0,75000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.935395,81.795154
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Teacher,Graduation,1,0,White,Yes,1,0,0,1,0,1,1,40,24000,0,0,24000,BC,4,2,6,5,10,0,85000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.934,81.790755
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Teacher,SSC,1,0,White,No,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,3,8,11,0,95000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.933076,81.805668
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Driver,Graduation,1,0,White,Yes,1,0,0,1,0,1,1,60,24000,0,0,24000,BC,4,2,6,5,10,0,0,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,110,Yes,0,Remains Same,Yes,Yes,Middle,16.929839,81.799203
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Driver,SSC,1,0,White,Yes,0,1,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,3,6,10,0,80000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,120,Yes,0,Remains Same,Yes,Yes,Middle,16.932204,81.795494
Rajahmundry,Rural,6,4,2,1,2,2,1,3,Teacher,Graduation,2,0,White,Yes,0,0,0,1,0,1,0,80,22000,0,4000,18000,OC,1,1,1,4,15,0,35000,0,0,Remains Same,Shed,Tap,Outside,Inside,Yes,1,0,0,0,3,0,120,Yes,1,Remains Same,Yes,Yes,Middle,16.928817,81.796899
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Driver,6th Standard,1,0,White,No,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,6,7,12,15,0,100000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.929664,81.795522
Rajahmundry,Rural,4,1,3,1,1,2,0,2,Teacher,Graduation,1,0,White,Yes,1,0,1,1,0,1,1,80,30000,0,0,30000,OC,4,2,2,6,15,0,60000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,1,0,2,1,250,Yes,1,Increase,Yes,Yes,Middle,16.932728,81.797756
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Business,SSC,1,0,White,Yes,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,2,5,10,0,0,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,110,Yes,0,Increase,No,Yes,Poor,16.932164,81.795592
Rajahmundry,Rural,5,3,2,1,2,2,0,3,Business,SSC,1,0,No,Yes,0,0,0,0,0,1,1,35,14000,0,0,14000,SC,3,1,3,6,11,0,70000,0,0,Increase,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,1,0,70,Yes,0,Remains Same,No,Yes,Middle,16.929852,81.795536
Rajahmundry,Rural,5,3,2,1,2,2,0,3,Business,SSC,1,0,White,Yes,0,0,0,0,0,1,1,45,14000,0,0,14000,SC,3,2,3,8,11,0,45000,0,0,Remains Same,Shed,Tap,Outside,Outside,Yes,0,0,0,0,1,0,40,Yes,0,Remains Same,No,Yes,Middle,16.930524,81.797039
Rajahmundry,Urban,4,1,3,1,1,2,0,2,Farmer,8th Standard,1,0,White,Yes,0,0,1,1,0,1,1,80,30000,0,0,30000,OC,4,2,2,6,15,0,120000,0,0,Increase,Second Floor,Bore,Inside,Inside,Yes,1,1,1,0,2,1,250,Yes,2,Increase,Yes,Yes,Middle,16.925001,81.800144
Rajahmundry,Rural,5,2,3,1,2,2,0,3,Driver,8th Standard,1,0,White,Yes,0,0,0,1,0,1,0,80,20000,0,0,20000,SC,3,4,5,10,10,0,100000,0,0,Decrease,Shed,Tap,Outside,Inside,Yes,0,0,0,0,2,0,50,Yes,1,Decrease,No,No,Poor,16.927178,81.802069
Rajahmundry,Rural,4,2,2,2,0,2,0,2,Fishing,SSC,1,0,White,Yes,0,0,0,1,1,1,0,35,12000,0,0,12000,BC,4,2,4,7,11,0,60000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,2,0,100,Yes,0,Remains Same,No,Yes,Poor,16.927581,81.799161
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Fishing,SSC,1,0,White,Yes,0,0,0,1,0,1,1,30,10000,0,0,10000,OC,5,4,5,8,10,0,75000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,1,1,50,Yes,0,Remains Same,No,Yes,Poor,16.927232,81.798037
Rajahmundry,Rural,6,2,4,2,1,2,1,3,Farmer,Intermediate,2,0,White,Yes,1,0,0,1,0,1,2,60,36000,0,12000,24000,SC,6,2,5,10,15,0,85000,0,0,Increase,Second Floor,Tap,Inside,Inside,Yes,1,1,0,1,3,1,300,Yes,2,Increase,Yes,No,Middle,16.941235,81.804639
Rajahmundry,Rural,4,2,2,1,1,2,0,2,Driver,Intermediate,1,0,White,No,0,0,0,1,0,0,0,20,8000,0,0,8000,OC,6,2,3,8,11,0,20000,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,60,Yes,0,Remains Same,No,Yes,Poor,16.940483,81.803361
Rajahmundry,Rural,4,3,1,1,1,2,0,2,Driver,SSC,1,0,White,No,0,0,0,1,0,0,0,30,9000,0,0,9000,OC,5,2,2,8,11,0,0,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,50,Yes,0,Remains Same,No,Yes,Poor,16.940173,81.802757
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Fishing,Graduation,1,0,White,Yes,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,8,4,12,15,0,20000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.940415,81.802237
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Farmer,SSC,1,0,White,Yes,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,1,5,15,0,55000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,90,Yes,0,Increase,Yes,No,Poor,16.940899,81.801774
Rajahmundry,Rural,6,4,2,3,1,2,0,4,Farmer,Graduation,1,0,White,Yes,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,6,7,12,15,0,100000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.940993,81.800875
Rajahmundry,Rural,4,2,2,1,2,1,0,2,Fishing,Graduation,1,0,White,Yes,1,0,0,1,0,1,1,60,24000,0,0,24000,BC,4,2,6,5,10,5000,100000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.940818,81.800509
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Driver,,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,5,8,11,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.940657,81.800186
Rajahmundry,Urban,6,4,2,1,2,2,1,3,Driver,8th Standard,2,0,White,Yes,0,1,0,1,0,1,0,80,24000,0,4000,20000,OC,2,1,1,4,15,0,90000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,3,0,120,Yes,1,Remains Same,Yes,Yes,Middle,16.942928,81.800004
Rajahmundry,Rural,5,3,2,1,2,2,0,3,Business,4th Standard,1,0,White,Yes,0,0,0,0,0,1,1,45,14000,0,0,14000,SC,3,2,3,8,11,0,45000,0,0,Remains Same,Shed,Tap,Outside,Outside,Yes,0,0,0,0,1,0,40,Yes,0,Remains Same,No,No,Middle,16.94235,81.799709
Rajahmundry,Rural,3,1,2,1,2,0,0,1,Business,SSC,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,1,3,7,14,0,45000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,120,Yes,0,Remains Same,Yes,Yes,Middle,16.941611,81.798332
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Driver,SSC,1,0,White,Yes,1,0,0,1,0,1,1,90,24000,0,0,24000,BC,4,2,6,5,10,0,120000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,1,0,0,3,1,130,Yes,0,Remains Same,Yes,Yes,Middle,16.941007,81.798177
Rajahmundry,Rural,6,2,3,2,2,0,2,2,Fishing,Graduation,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,4,5,11,0,100000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,170,Yes,0,Remains Same,Yes,Yes,Middle,16.946476,81.80294
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Farmer,Graduation,1,0,White,Yes,1,0,0,1,0,1,1,60,24000,0,0,24000,BC,4,2,6,5,10,5000,100000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.947605,81.805735
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Driver,Intermediate,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,5,8,11,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.948371,81.804836
Rajahmundry,Urban,6,4,2,1,2,2,1,3,Driver,SSC,2,0,White,Yes,0,1,0,1,0,1,0,80,24000,0,6000,18000,OC,2,1,1,4,15,0,90000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,3,0,120,Yes,1,Remains Same,Yes,Yes,Middle,16.946274,81.807618
Rajahmundry,Rural,4,1,3,1,1,2,0,2,Business,Intermediate,1,0,White,Yes,1,0,1,1,0,1,1,80,30000,0,0,30000,OC,4,2,2,6,15,0,60000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,1,0,2,1,250,Yes,1,Increase,Yes,Yes,Middle,16.945562,81.808545
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Business,SSC,1,0,White,Yes,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,2,5,10,0,0,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,110,Yes,0,Increase,No,No,Poor,16.944272,81.810554
Rajahmundry,Rural,4,2,2,1,1,2,0,2,Teacher,Intermediate,1,0,White,Yes,0,0,0,1,0,0,0,20,8000,0,0,8000,OC,6,2,3,8,11,0,20000,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,60,Yes,0,Remains Same,No,Yes,Poor,16.943614,81.81193
Rajahmundry,Rural,4,3,1,1,1,2,0,2,Fishing,Intermediate,1,0,White,Yes,0,0,0,1,0,0,0,30,9000,0,0,9000,OC,5,2,2,8,11,0,0,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,50,Yes,0,Remains Same,No,Yes,Poor,16.943426,81.812689
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Farmer,6th Standard,1,0,White,No,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,8,4,12,15,0,20000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.952537,81.804527
Rajahmundry,Rural,5,3,2,3,0,2,0,3,Carpenter,SSC,1,0,White,Yes,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,1,5,15,0,55000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,90,Yes,0,Increase,Yes,No,Poor,16.952577,81.806171
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Farmer,8th Standard,1,0,White,Yes,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,6,7,12,15,0,100000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.953356,81.806606
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Carpenter,Graduation,1,0,White,Yes,1,0,0,1,0,1,1,60,24000,0,0,24000,BC,4,2,6,5,10,5000,100000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.953853,81.804597
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Fishing,Intermediate,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,5,8,11,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.953746,81.806662
Rajahmundry,Rural,6,3,3,2,1,2,1,3,Business,8th Standard,2,0,White,Yes,1,0,0,1,0,1,2,60,20000,0,8000,12000,SC,5,2,4,3,11,0,90000,0,0,Remains Same,Second Floor,Tap,Inside,Inside,Yes,1,1,0,1,3,1,260,Yes,1,Increase,Yes,Yes,Middle,16.953598,81.80891
Rajahmundry,Rural,3,1,2,1,2,0,0,1,Carpenter,4th Standard,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,1,3,7,14,0,45000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,120,Yes,0,Remains Same,Yes,Yes,Middle,16.95255,81.811228
Rajahmundry,Rural,4,2,2,1,2,1,0,2,Driver,SSC,1,0,White,Yes,1,0,0,1,0,1,1,90,24000,0,0,24000,BC,4,2,6,5,10,0,120000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,1,0,0,3,1,130,Yes,0,Remains Same,Yes,Yes,Middle,16.953827,81.811326
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Fishing,Graduation,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,4,5,11,0,100000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,170,Yes,0,Remains Same,Yes,Yes,Middle,16.955251,81.809936
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Farmer,Intermediate,1,0,White,Yes,1,0,0,1,0,1,1,60,24000,0,0,24000,BC,4,2,6,5,10,5000,100000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.956286,81.80818
Rajahmundry,Rural,7,3,4,2,2,2,1,4,Business,Intermediate,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,5,8,11,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.957858,81.810722
Rajahmundry,Urban,6,4,2,1,2,2,1,3,Business,Intermediate,2,0,White,Yes,0,1,0,1,0,1,0,80,21000,0,3000,18000,OC,2,1,1,4,15,0,90000,0,0,Increase,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,3,0,120,Yes,1,Remains Same,Yes,Yes,Middle,16.957334,81.810245
Rajahmundry,Rural,4,1,3,1,1,2,0,2,Driver,4th Standard,1,0,White,Yes,1,0,1,1,0,1,1,80,30000,0,0,30000,OC,4,2,2,6,15,0,60000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,1,0,2,1,250,Yes,1,Increase,Yes,Yes,Middle,16.956581,81.808166
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Farmer,6th Standard,1,0,White,No,0,0,0,1,0,1,0,13,10000,0,0,10000,OC,3,1,2,5,10,0,0,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,110,Yes,0,Increase,No,No,Poor,16.957173,81.808208
Rajahmundry,Rural,3,2,1,1,0,2,0,1,Carpenter,SSC,1,0,White,Yes,0,0,0,1,0,1,1,35,18000,0,0,18000,BC,3,8,6,10,15,0,75000,0,0,Remains Same,Second Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,200,Yes,2,Increase,Yes,Yes,Middle,16.956568,81.807702
Rajahmundry,Rural,4,2,2,0,2,1,1,2,Carpenter,8th Standard,1,0,White,Yes,1,0,0,1,0,1,1,40,24000,0,0,24000,BC,4,2,6,5,10,0,85000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,3,1,150,Yes,0,Remains Same,Yes,Yes,Middle,16.957065,81.809978
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Farmer,7th Standard,1,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,BC,5,3,3,8,11,0,95000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,0,0,2,0,100,Yes,0,Remains Same,Yes,Yes,Middle,16.954848,81.812001
Rajahmundry,Rural,5,2,3,1,2,2,0,3,Fishing,Intermediate,1,0,White,Yes,0,0,0,1,0,1,0,60,20000,0,0,20000,SC,3,3,2,6,10,0,95000,0,0,Decrease,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,0,50,Yes,1,Decrease,No,Yes,Poor,16.955264,81.811467
Rajahmundry,Rural,4,2,2,2,0,2,0,2,Fishing,SSC,1,0,White,Yes,0,0,0,1,1,1,0,55,12000,0,0,12000,BC,4,2,4,7,11,0,0,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,2,0,30,No,0,Remains Same,No,Yes,Poor,16.957213,81.812211
Rajahmundry,Rural,5,3,2,1,2,2,0,3,Farmer,Graduation,1,0,No,No,0,0,0,0,0,1,1,35,14000,0,0,14000,SC,3,1,3,6,11,0,70000,0,0,Increase,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,1,0,70,Yes,0,Remains Same,No,Yes,Middle,16.958893,81.810315
Rajahmundry,Rural,4,1,3,1,1,2,0,2,Business,SSC,1,0,White,Yes,0,0,1,1,0,1,1,80,30000,0,0,30000,OC,6,2,2,4,10,0,90000,0,0,Increase,Shed,Bore,Inside,Inside,Yes,1,1,1,0,2,1,220,Yes,2,Increase,Yes,Yes,Middle,16.959672,81.811706
Prathipadu,Rural,3,1,3,0,1,2,0,1,Teacher,SSC,1,0,White,No,0,0,0,1,1,1,1,10,8000,0,0,0,OC,2,3,5,3,25,0,50000,0,0,Increase,Shed,Tap,Inside,Inside,Yes,1,0,0,0,3,0,400,Yes,0,Remains Same,Yes,No,Poor,17.231844,82.2248
Prathipadu,Rural,4,2,2,2,0,0,2,2,Farmer,Intermediate,2,0,White,No,0,0,0,1,0,1,1,11,11000,0,0,11000,BC,2,4,6,7,10,0,55000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,1,4,0,300,Yes,0,Remains Same,Yes,No,Middle,17.232151,82.223587
Prathipadu,Rural,4,2,2,0,1,0,2,2,Business,SSC,2,0,White,No,0,1,0,1,1,1,1,12,12000,0,0,12000,BC,4,6,7,10,10,2000,60000,0,0,Decrease,Single Floor,well,Inside,Inside,Yes,1,1,0,0,3,0,250,Yes,0,Increase,Yes,No,Middle,17.232110 ,82.223834
Prathipadu,Rural,3,1,2,1,0,1,1,1,Teacher,SSC,1,0,White,Yes,0,0,0,1,1,1,1,16,9000,9000,0,0,OC,3,5,3,11,20,1500,55000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,0,Remains Same,Yes,No,Poor,17.232090 ,82.224027
Prathipadu,Rural,3,2,1,0,3,0,0,1,Fishing,SSC,1,1,White,No,1,0,0,1,0,1,0.5,10,8500,0,0,8500,BC,3,5,6,5,15,2000,90000,0,0,Increase,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,220,Yes,0,Decrease,Yes,Yes,Poor,17.232407,82.224134
Prathipadu,Rural,4,2,2,0,2,1,1,2,Farmer,8th Standard,2,0,White,No,1,0,0,1,0,1,1,10,12000,12000,0,0,OC,2,5,5,6,25,2000,45000,0,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,0,Remains Same,Yes,No,Middle,17.232254,82.224092
Prathipadu,Rural,3,1,2,0,1,2,0,1,Farmer,Graduation,2,0,White,Yes,0,0,0,1,0,1,1.5,10,8000,0,0,8000,OC,3,2,3,6,15,1500,85000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,4,0,400,Yes,0,Remains Same,Yes,Yes,Poor,17.231854,82.224843
Prathipadu,Rural,4,2,2,0,1,1,2,2,Fishing,SSC,1,0,White,Yes,0,0,0,1,0,1,1,12,11000,0,0,11000,BC,3,1,5,6,25,3000,20000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,300,Yes,0,Remains Same,Yes,Yes,Middle,17.231915,82.224553
Prathipadu,Rural,4,2,2,1,1,1,1,2,Business,SSC,2,0,White,Yes,0,0,0,1,0,1,1.2,13,11000,10000,0,1000,BC,3,5,6,4,15,2500,0,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,300,Yes,0,Decrease,Yes,No,Middle,17.232018,82.224274
